2,10000,6.075371026992798
2,20000,21.09429383277893
2,30000,31.033122062683105
2,40000,56.97672891616821
2,50000,110.0484549999237
2,60000,115.26712703704834
2,70000,155.4104208946228
2,80000,253.46930503845215
2,90000,364.5909481048584
2,100000,474.95165514945984
2,110000,465.9192509651184
2,120000,554.6060750484467
2,130000,669.3176081180573
2,140000,947.3084201812744
2,150000,934.6139400005341
2,160000,1145.6482989788055
2,170000,1317.0512340068817
2,180000,1272.953850030899
2,190000,1415.5037910938263
2,200000,1557.6333031654358
10,10000,4.053833961486816
10,20000,14.113874912261963
10,30000,27.448961973190308
10,40000,82.19798016548157
10,50000,103.85746097564697
10,60000,141.36557507514954
10,70000,214.1376349925995
10,80000,249.17282390594482
10,90000,372.7013690471649
10,100000,535.9218130111694
10,110000,454.3586177825928
10,120000,506.4010019302368
10,130000,676.0535249710083
10,140000,1038.8715319633484
10,150000,1125.0768549442291
10,160000,1339.5720977783203
10,170000,1617.0634469985962
10,180000,1122.1283650398254
10,190000,1356.1620359420776
10,200000,1633.552845954895
50,10000,10.689218997955322
50,20000,56.727660179138184
50,30000,128.0468111038208
50,40000,227.72161984443665
50,50000,347.35931301116943
50,60000,536.604161977768
50,70000,673.6549940109253
50,80000,952.864982843399
50,90000,1098.3815488815308
50,100000,1420.0804619789124
50,110000,1881.8311221599579
50,120000,1887.1593041419983
50,130000,2305.9316420555115
50,140000,2810.727765083313
50,150000,2975.506487131119
50,160000,3488.1632120609283
50,170000,4098.957302093506
50,180000,4325.661718845367
50,190000,4878.964089155197
50,200000,5814.271944999695
