2,10000,0.24472308158874512
2,20000,0.6965458393096924
2,30000,0.8838400840759277
2,40000,1.3714301586151123
2,50000,1.6483840942382812
2,60000,1.8767879009246826
2,70000,2.219933032989502
2,80000,2.8034579753875732
2,90000,3.4088099002838135
2,100000,3.5850470066070557
2,110000,4.489397048950195
2,120000,5.066915035247803
2,130000,5.740387916564941
2,140000,6.173599004745483
2,150000,5.19959282875061
2,160000,6.3342108726501465
2,170000,8.314286947250366
2,180000,8.985615015029907
2,190000,8.584655046463013
2,200000,10.246028900146484
10,10000,0.4241178035736084
10,20000,1.0514190196990967
10,30000,2.0794129371643066
10,40000,2.872314929962158
10,50000,3.8873050212860107
10,60000,6.217072010040283
10,70000,8.45871090888977
10,80000,8.94903302192688
10,90000,11.819401979446411
10,100000,14.351656913757324
10,110000,18.771227836608887
10,120000,20.687411069869995
10,130000,23.375041007995605
10,140000,25.30099391937256
10,150000,29.66892099380493
10,160000,31.638278007507324
10,170000,38.65578293800354
10,180000,41.593082904815674
10,190000,46.4684100151062
10,200000,49.390796184539795
50,10000,3.13564395904541
50,20000,3.9471371173858643
50,30000,4.48025107383728
50,40000,8.162147045135498
50,50000,7.392880916595459
50,60000,10.212944984436035
50,70000,12.983866930007935
50,80000,16.433609008789062
50,90000,16.209012031555176
50,100000,18.377178192138672
50,110000,21.36340880393982
50,120000,25.329609155654907
50,130000,29.89833092689514
50,140000,32.418144941329956
50,150000,36.92640709877014
50,160000,42.51995301246643
50,170000,44.82255411148071
50,180000,47.38888096809387
50,190000,51.36198019981384
50,200000,54.41176891326904
