,x,y
0,500.0,0.005815982818603516
1,500.0,0.005363941192626953
2,500.0,0.008792877197265625
3,500.0,0.006666898727416992
4,500.0,0.0050809383392333984
5,1000.0,0.02261495590209961
6,1000.0,0.027637958526611328
7,1000.0,0.027650833129882812
8,1000.0,0.021945953369140625
9,1000.0,0.021704912185668945
10,1500.0,0.050814151763916016
11,1500.0,0.051236867904663086
12,1500.0,0.04690694808959961
13,1500.0,0.04719281196594238
14,1500.0,0.05263400077819824
15,2000.0,0.09963607788085938
16,2000.0,0.09183597564697266
17,2000.0,0.09036517143249512
18,2000.0,0.08846497535705566
19,2000.0,0.09100794792175293
20,2500.0,0.1640300750732422
21,2500.0,0.16373205184936523
22,2500.0,0.14917302131652832
23,2500.0,0.16316986083984375
24,2500.0,0.1494438648223877
25,3000.0,0.2411351203918457
26,3000.0,0.23268890380859375
27,3000.0,0.23133087158203125
28,3000.0,0.23336410522460938
29,3000.0,0.2373960018157959
30,4000.0,0.45008206367492676
31,4000.0,0.4306149482727051
32,4000.0,0.4354898929595947
33,4000.0,0.4365990161895752
34,4000.0,0.41918087005615234
35,5000.0,0.7429239749908447
36,5000.0,0.718127965927124
37,5000.0,0.7114701271057129
38,5000.0,0.7069480419158936
39,5000.0,0.692094087600708
40,6000.0,1.073740005493164
41,6000.0,1.0908739566802979
42,6000.0,1.1197190284729004
43,6000.0,1.098031997680664
44,6000.0,1.096053123474121
45,8000.0,2.0512120723724365
46,8000.0,1.9472119808197021
47,8000.0,1.9870860576629639
48,8000.0,1.988548994064331
49,8000.0,2.0593929290771484
50,10000.0,3.2236130237579346
51,10000.0,3.305159091949463
52,10000.0,3.2587690353393555
53,10000.0,3.3685851097106934
54,10000.0,3.3097760677337646
55,12000.0,4.974078893661499
56,12000.0,4.998281002044678
57,12000.0,4.920371055603027
58,12000.0,5.009232044219971
59,12000.0,4.99609112739563
60,14000.0,7.193600177764893
61,14000.0,6.995789051055908
62,14000.0,7.174327850341797
63,14000.0,7.044051170349121
64,14000.0,7.133372068405151
65,16000.0,10.217971086502075
66,16000.0,10.080073118209839
67,16000.0,10.436348915100098
68,16000.0,10.187426090240479
69,16000.0,10.30030107498169
70,18000.0,13.456504106521606
71,18000.0,13.359761953353882
72,18000.0,13.520561933517456
73,18000.0,13.3903169631958
74,18000.0,13.603670120239258
75,20000.0,17.77326202392578
76,20000.0,17.868304014205933
77,20000.0,17.605076789855957
78,20000.0,17.754150867462158
79,20000.0,17.506634950637817
80,22000.0,22.619046926498413
81,22000.0,22.681668043136597
82,22000.0,22.70741295814514
83,22000.0,22.345546007156372
84,22000.0,22.20737600326538
85,24000.0,31.1406888961792
86,24000.0,28.90941619873047
87,24000.0,28.685271978378296
88,24000.0,29.057142972946167
89,24000.0,28.61361002922058
