seed,size,dimension,clusters,rep,hdbscan_time,dbscan_time,adjusted_rand,hdbscan_min_samples,hdbscan_min_cluster_size,dbscan_epsilon,dbscan_min_samples,dbscan_num_cluster,hdbscan_num_clusters,cluster_rand,new_hdbscan_time,new_dbscan_time
542.0,1000,2,50,6.0,0.0177359459922,0.00664194300771,0.910687026652,5,5,1.20104408087,10.0,3,4,0.91288927107,0.020204027998261154,0.006039978004992008
364.0,1000,10,10,4.0,0.0179283099715,0.0188356530853,1.0,5,5,4.69487055918,1.0,9,9,1.0,0.020601366995833814,0.014607260003685951
92.0,1000,2,50,1.0,0.0179857208859,0.00543636013754,0.5835590408,5,5,0.638181482901,3.0,42,19,0.819650636197,0.018015584093518555,0.005091524915769696
0.0,1000,2,2,0.0,0.0180115080439,0.0050737101119,0.58213558584,5,5,0.166372559899,6.0,23,20,0.556240906422,0.018004770041443408,0.004634552053175867
540.0,1000,2,2,6.0,0.018029958941,0.0163914768491,1.0,5,5,2.77030586456,6.0,1,1,1.0,0.019605071982368827,0.023326153052039444
452.0,1000,2,50,5.0,0.0180560380686,0.00515204807743,0.323757767381,5,5,0.672872696465,7.0,23,25,0.279731671329,0.02050881297327578,0.004730017972178757
90.0,1000,2,2,1.0,0.0180923740845,0.0122341988608,1.0,5,5,1.28401515218,4.0,1,1,1.0,0.021123726037330925,0.01258441701065749
812.0,1000,2,50,9.0,0.0181153540034,0.00590491108596,0.899040811764,5,5,0.954824440597,7.0,7,7,0.921770036886,0.020460578962229192,0.006795827066525817
720.0,1000,2,2,8.0,0.0181431479286,0.0155591978692,1.0,5,5,1.94057492882,10.0,1,1,1.0,0.021488154074177146,0.016324709984473884
94.0,1000,10,10,1.0,0.0182198181283,0.019998912001,1.0,5,5,5.39822873723,1.0,9,9,1.0,0.018284132005646825,0.01588288799393922
180.0,1000,2,2,2.0,0.0183646958321,0.00727980304509,0.82972343014,5,5,0.418265692904,9.0,1,2,0.848606973381,0.018849262036383152,0.0068753540981560946
272.0,1000,2,50,3.0,0.0186720229685,0.00711331586353,0.986934397694,5,5,1.40728650143,1.0,3,2,0.973565223882,0.02128652110695839,0.007017147960141301
722.0,1000,2,50,8.0,0.0186906210147,0.00487356283702,0.380977842246,5,5,0.435028805922,4.0,60,35,0.274939836002,0.020824761944822967,0.00439459306653589
632.0,1000,2,50,7.0,0.0187742540147,0.00650910800323,0.977869619557,5,5,1.26345195378,6.0,4,4,0.980358030219,0.017861515982076526,0.0061603819485753775
182.0,1000,2,50,2.0,0.0189383791294,0.00689677684568,0.973011642578,5,5,1.34818951884,10.0,4,4,0.967006374854,0.01833777700085193,0.006518863025121391
630.0,1000,2,2,7.0,0.0189422159456,0.0148035858292,1.0,5,5,1.43558768046,10.0,1,1,1.0,0.020090187899768353,0.015915564028546214
450.0,1000,2,2,5.0,0.0189609201625,0.00448817410506,2.52803804054e-05,5,5,0.00559240685908,1.0,996,37,0.00103513026459,0.019678093027323484,0.004951403941959143
184.0,1000,10,10,2.0,0.0190645519178,0.0197671258356,1.0,5,5,4.08744692165,5.0,9,9,1.0,0.020527675049379468,0.01514915598090738
814.0,1000,10,10,9.0,0.0198389398865,0.0198623749893,1.0,5,5,4.44708275444,8.0,9,9,1.0,0.022501319996081293,0.015574684017337859
544.0,1000,10,10,6.0,0.0199962540064,0.0204478469677,1.0,5,5,4.48790069359,1.0,9,9,1.0,0.021645786007866263,0.01658533001318574
454.0,1000,10,10,5.0,0.0202076318674,0.0194423280191,1.0,5,5,4.2821211215,10.0,9,9,1.0,0.02146811701823026,0.01587691600434482
274.0,1000,10,10,3.0,0.0218005729839,0.0186417368241,1.0,5,5,4.18218037795,1.0,9,9,1.0,0.022742297034710646,0.017439597053453326
4.0,1000,10,10,0.0,0.0223765801638,0.0216937628575,1.0,5,5,4.34461004084,4.0,9,9,1.0,0.023234715103171766,0.016445277025923133
724.0,1000,10,10,8.0,0.0245284149423,0.0243657419924,1.0,5,5,4.25042182223,9.0,9,9,1.0,0.026283325045369565,0.02128668304067105
820.0,2000,2,10,9.0,0.0314137388486,0.0145647760946,0.935268495544,5,5,0.683947470367,10.0,8,8,0.944958173562,0.037055404973216355,0.013456608983688056
10.0,2000,2,10,0.0,0.0324969061185,0.017927472014,0.995866036931,5,5,1.03956733793,5.0,6,6,0.995071526211,0.035356850014068186,0.018364648916758597
550.0,2000,2,10,6.0,0.0326859201305,0.0167140418198,0.987138273529,5,5,0.889898560471,10.0,6,6,0.986217808228,0.03860675799660385,0.017380724078975618
273.0,1000,10,2,3.0,0.0331972648855,0.0347346260678,1.0,5,5,3.71719480931,8.0,1,1,1.0,0.04013156204018742,0.03273386391811073
640.0,2000,2,10,7.0,0.0333373968024,0.0151692470536,0.961171468584,5,5,0.613260727066,8.0,6,6,0.966626262135,0.03453775099478662,0.016768519999459386
370.0,2000,2,10,4.0,0.0334736460354,0.0143160130829,0.928572819294,5,5,0.527554484074,6.0,7,6,0.940125612054,0.03889174910727888,0.015206609037704766
280.0,2000,2,10,3.0,0.0335003091022,0.0134747019038,0.930385768003,5,5,0.504946600875,5.0,8,8,0.950866398561,0.03604508703574538,0.012274933978915215
460.0,2000,2,10,5.0,0.0335423289798,0.0154143380933,0.956659925619,5,5,0.68411045107,10.0,6,6,0.960529980929,0.0386400290299207,0.014868845115415752
100.0,2000,2,10,1.0,0.0339243637864,0.0162489810027,0.946898278246,5,5,0.779249938513,10.0,7,7,0.955497540484,0.035645575961098075,0.015495359082706273
190.0,2000,2,10,2.0,0.0339558920823,0.03350881394,1.0,5,5,1.73456098087,7.0,1,1,1.0,0.03621702000964433,0.033887004014104605
101.0,2000,2,50,1.0,0.0345423079561,0.0114255300723,0.360470931076,5,5,0.503760893773,7.0,33,45,0.516822313637,0.037679348955862224,0.010583410039544106
723.0,1000,10,2,8.0,0.0346944599878,0.0366872721352,1.0,5,5,4.05929111502,1.0,1,1,1.0,0.03985806892160326,0.03679338004440069
731.0,2000,2,50,8.0,0.0352313059848,0.0205228608102,0.987453364956,5,5,1.68070970021,1.0,3,2,0.974607824553,0.042306817951612175,0.021495866938494146
730.0,2000,2,10,8.0,0.0352566130459,0.0452470609453,1.0,5,5,2.19585280612,3.0,2,2,1.0,0.03926344902720302,0.048755434923805296
461.0,2000,2,50,5.0,0.035324329976,0.014541760087,0.90373977816,5,5,0.847084215801,5.0,2,2,0.912496590555,0.03584456304088235,0.015028275083750486
641.0,2000,2,50,7.0,0.0353696178645,0.0106164850295,0.429697896113,5,5,0.389575323024,5.0,83,55,0.354949242969,0.03796562401112169,0.009233693010173738
819.0,2000,2,2,9.0,0.0354399639182,0.0582267921418,1.0,5,5,1.68220318114,8.0,1,1,1.0,0.03587431099731475,0.05796101107262075
369.0,2000,2,2,4.0,0.0356034340803,0.0189243340865,0.988877210036,5,5,0.432427943639,7.0,2,2,0.987220930047,0.04138022707775235,0.016883656033314764
549.0,2000,2,2,6.0,0.035618450027,0.0636700240429,1.0,5,5,1.91914653882,1.0,1,1,1.0,0.04220151109620929,0.06738453696016222
363.0,1000,10,2,4.0,0.0356334410608,0.0381736028939,1.0,5,5,4.54750564923,4.0,1,1,1.0,0.036822451977059245,0.037756667006760836
371.0,2000,2,50,4.0,0.0356515177991,0.0133404161315,0.935647728861,5,5,0.644957085957,3.0,18,4,0.940182694406,0.04118788905907422,0.01209434203337878
279.0,2000,2,2,3.0,0.0357799781486,0.0282214579638,0.998995417534,5,5,0.757087901831,6.0,2,2,0.997011315911,0.042679482023231685,0.029232883010990918
639.0,2000,2,2,7.0,0.0359325630125,0.0553086299915,1.0,5,5,1.56522483125,10.0,1,1,1.0,0.04250957991462201,0.052298141992650926
459.0,2000,2,2,5.0,0.0360821629874,0.049526227871,1.0,5,5,1.40509975439,8.0,1,1,1.0,0.04259516904130578,0.05118657904677093
11.0,2000,2,50,0.0,0.0361394160427,0.0157561539672,0.958584135434,5,5,1.05207695268,4.0,2,2,0.964236277828,0.04355162405408919,0.015230049029923975
277.0,1000,50,10,3.0,0.0361752479803,0.0699139060453,1.0,5,5,10.8198922035,10.0,9,9,1.0,0.040019846986979246,0.053407831001095474
9.0,2000,2,2,0.0,0.036257250933,0.036071563838,1.0,5,5,1.00878707606,4.0,1,1,1.0,0.04178457998204976,0.03546190797351301
551.0,2000,2,50,6.0,0.0363793058787,0.0141081239562,0.834452811724,5,5,0.730091815483,3.0,9,2,0.847590960312,0.03717725200112909,0.01562156795989722
543.0,1000,10,2,6.0,0.0364084679168,0.0356195720378,1.0,5,5,3.87731093197,1.0,1,1,1.0,0.04033268999774009,0.028934080968610942
189.0,2000,2,2,2.0,0.0364300140645,0.0608173510991,1.0,5,5,1.76707996343,10.0,1,1,1.0,0.03966901102103293,0.06360930600203574
99.0,2000,2,2,1.0,0.036631644005,0.0545107689686,1.0,5,5,1.56712384504,4.0,1,1,1.0,0.03791713702958077,0.05760074907448143
729.0,2000,2,2,8.0,0.0368347878102,0.0527005230542,1.0,5,5,1.42321495453,2.0,1,1,1.0,0.03880728199146688,0.051791946054436266
191.0,2000,2,50,2.0,0.0369831759017,0.0119456730317,0.661967868399,5,5,0.63705622636,10.0,16,28,0.8427977194,0.03974437294527888,0.010621569002978504
633.0,1000,10,2,7.0,0.0371848088689,0.0371161680669,1.0,5,5,4.16444089198,8.0,1,1,1.0,0.03603151103015989,0.03144916903693229
281.0,2000,2,50,3.0,0.0371873320546,0.0142801541369,0.964452705675,5,5,0.838680678506,6.0,3,3,0.963787679185,0.03965734306257218,0.012687572976574302
453.0,1000,10,2,5.0,0.0373153400142,0.0376179330051,1.0,5,5,4.24605752669,10.0,1,1,1.0,0.03752867004368454,0.034181385999545455
813.0,1000,10,2,9.0,0.0375755901914,0.0367320501246,1.0,5,5,4.13270696852,1.0,1,1,1.0,0.03746657306328416,0.033842043951153755
93.0,1000,10,2,1.0,0.0377702279948,0.0332567731384,1.0,5,5,3.38521901244,3.0,1,1,1.0,0.04095559101551771,0.029630381031893194
373.0,2000,10,10,4.0,0.0378290761728,0.0574497019406,1.0,5,5,5.30560864412,5.0,9,9,1.0,0.03879570495337248,0.04936671897303313
823.0,2000,10,10,9.0,0.0381893629674,0.0578295430169,1.0,5,5,4.40971981587,6.0,9,9,1.0,0.039482666994445026,0.0506479199975729
183.0,1000,10,2,2.0,0.0382366369013,0.0355995430145,1.0,5,5,3.84969790417,10.0,1,1,1.0,0.03955751401372254,0.029181772959418595
821.0,2000,2,50,9.0,0.0385137828998,0.00950694316998,1.70426105363e-05,5,5,0.0108915294197,1.0,1996,41,5.84380265288e-05,0.04091910400893539,0.009330501081421971
3.0,1000,10,2,0.0,0.0393330680672,0.0358569631353,1.0,5,5,3.8859778211,1.0,1,1,1.0,0.04502847196999937,0.03146292199380696
463.0,2000,10,10,5.0,0.0398512152024,0.061272530118,1.0,5,5,4.5769963103,10.0,9,9,1.0,0.04340471199247986,0.05298037698958069
727.0,1000,50,10,8.0,0.0405235928483,0.0743719551247,1.0,5,5,10.5051140239,10.0,9,9,1.0,0.042939378996379673,0.05839205393567681
283.0,2000,10,10,3.0,0.0409713690169,0.0588918630965,1.0,5,5,4.57810080476,9.0,9,9,1.0,0.041401259950362146,0.05097344203386456
103.0,2000,10,10,1.0,0.0411036119331,0.0627948369365,1.0,5,5,5.65281218707,6.0,9,9,1.0,0.04261062096338719,0.05224690295290202
643.0,2000,10,10,7.0,0.0413098998833,0.0584287319798,1.0,5,5,4.32479422618,8.0,9,9,1.0,0.04670007503591478,0.05936036992352456
553.0,2000,10,10,6.0,0.0429779409897,0.0646671941504,1.0,5,5,4.82189295153,9.0,9,9,1.0,0.04772555595263839,0.05102516000624746
97.0,1000,50,10,1.0,0.0432041669264,0.0794509910047,1.0,5,5,9.74607117762,6.0,9,9,1.0,0.049161682021804154,0.05980553093831986
193.0,2000,10,10,2.0,0.0433568719309,0.0663976811338,1.0,5,5,4.96945795598,3.0,9,9,1.0,0.04736930096987635,0.05453639000188559
